"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Pantesan ya banyak yang ngehina dan jatuhin pak prabowo. ternyata pak prabowo di jalur yang benar","8732","93","2025-12-24T09:24:47.000Z","retailkeren","https://www.tiktok.com/@kumparan/video/7587345506364345620","7457343033614746632","7587352953377194773","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/00aa7b8c8c0508b6c7d335c135e7bae6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1797ed01&x-expires=1766750400&x-signature=ZRqWovJ1Uk4OToRd1H%2B%2BTzKuDDI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kita jaga presiden kita dari para pembenci.......agar rakyat Indonesia lebih makmur..","635","11","2025-12-24T10:39:50.000Z","riario282","https://www.tiktok.com/@kumparan/video/7587345506364345620","6904158298553123841","7587372294055068434","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4c2c46682a22c1cf375a720aa2025a65~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a64f1edc&x-expires=1766750400&x-signature=ukLUq%2FQYXufVuOH15Jad1BPRfzg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"untung bukan anis yg jadi presiden, gak bakal terungkap kasus ini pasti😏","2447","155","2025-12-24T11:41:49.000Z","yohanesbaikkkkkk","https://www.tiktok.com/@kumparan/video/7587345506364345620","7521291539387024405","7587388279961109268","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6a04ff9bf37e4294a6021080fe97ddcc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=336e1a3c&x-expires=1766750400&x-signature=%2F9lWt1XYleqiSvn3wlOUafCqPZE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"menyala pak prabowo, mntap pak purbaya 😁💪💪💪","42","0","2025-12-24T11:24:42.000Z","maulidina241","https://www.tiktok.com/@kumparan/video/7587345506364345620","75244614050","7587383890466358034","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f3fa23dc8742bda3ec067a1e355caeba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed8b7aeb&x-expires=1766750400&x-signature=dGnqv8wr3XimitjVBVK%2FbXaP0iQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gw heran deh sama komenan orang orang yang selalu nyinyir pak prabowo😌. harus nya kita sebagai rakyat bilang terimakasih kepada pak presiden kita🤗☺️","503","10","2025-12-24T09:51:16.000Z","erikarisma07","https://www.tiktok.com/@kumparan/video/7587345506364345620","7468713280937755655","7587359792039314184","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/00a474706998135beb5ba7516048e98c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b0f0ac8&x-expires=1766750400&x-signature=dQ3fLiHH7X4FIyFSDQnQcNP3dZ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Yg kenyang pemerintah...","23","56","2025-12-24T11:16:37.000Z","aliacamelia312","https://www.tiktok.com/@kumparan/video/7587345506364345620","6636251864047468545","7587381797487395605","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/48b4a6971771ae4a857a8a9e20ce562a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0e965e91&x-expires=1766750400&x-signature=R1iO%2BLCussbBmhaaxhOCom6tyOM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pasti rakyat masih cari celah nya.dan masih cari2 kesalahan presiden","496","10","2025-12-24T09:58:32.000Z","lyraw14","https://www.tiktok.com/@kumparan/video/7587345506364345620","6840104527867069441","7587361668322067201","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/60cad730283a103e01586ab7a6986931~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d87b212&x-expires=1766750400&x-signature=hYb9c6XRjCjGrWeSDa%2BOrJ1EnSY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Pendukung anis ,apapun yang di lakukan prabowo pasti tetap salah😂.mas anis mas anis","339","13","2025-12-24T11:55:51.000Z","mhmmadtarby_","https://www.tiktok.com/@kumparan/video/7587345506364345620","6792741398804169729","7587391919979610898","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f33e8141008be21ca421d660c4bffe37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bab14d9e&x-expires=1766750400&x-signature=vWI%2FDU9ncnKRVoHnxz464yj%2FKuE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kayaknya baru di RI 8 bsa liat bginian","248","5","2025-12-24T13:36:07.000Z","misyanaqueenara","https://www.tiktok.com/@kumparan/video/7587345506364345620","6749754947119629313","7587417742896005896","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8c9e3ccd506d00eea4f3742cf170c824~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=af75a15f&x-expires=1766750400&x-signature=xd1fECqQmlTfS2ghPKghd7ycWcQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sya yakin kalau bukan pak prabowo ngk mukin bisa brantas korupsi sebanyak ini, sehat selalu bapak","8","0","2025-12-24T12:06:33.000Z","yopiarmanta","https://www.tiktok.com/@kumparan/video/7587345506364345620","6709263108194927618","7587394664782332679","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/77a2346e8511d3518633393dae5b65f8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6fbef6c1&x-expires=1766750400&x-signature=XMvFugOFFVRjyvE1IlD4vX4Qd0A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gua bingung sama rakyat 01 dulu katanya mau presiden dan pemerintahan yg membasmi korupsi giliran udah transparan dan bukti"" kaya gini tetep aja ngebacot😭","9739","275","2025-12-24T11:34:47.000Z","muhamadsastracikal","https://www.tiktok.com/@kumparan/video/7587345506364345620","6924907209127085058","7587386469217977089","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9ca17a3fc6fa8c9ecb8d8d6f7dc1a118~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a97dfab4&x-expires=1766750400&x-signature=lSqrYCHh58CaVgc9FewILqmzRUE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"2026 ganti Rakyat! Muak banget gua liat komentar lu pada yg pembenci","84","2","2025-12-24T11:32:18.000Z","kerapumerah_","https://www.tiktok.com/@kumparan/video/7587345506364345620","6527112089230868482","7587385815598023431","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4cfa8ebbf17c15553ef8ccd67c161e9e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9848fd5&x-expires=1766750400&x-signature=t2KSmlqspicYKHwDe4XDmhQ12SM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"menyala gini euy bapak president..
Pantes aja banyak yg ingin beliau lengser jabatan..","203","5","2025-12-24T12:08:04.000Z","khoerudinmalik10","https://www.tiktok.com/@kumparan/video/7587345506364345620","6738836285647602690","7587395063832429330","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4b99096cacc615fa6019b516709457e4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=baaa077b&x-expires=1766750400&x-signature=xifRONOTL%2F1wgzomTViZuOI4oKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Gila sih sekarang sedikit demi sedikit mulai kebongkar, jadi paham kenapa banyak yg ga suka sama pak prabowo","237","1","2025-12-24T15:10:52.000Z","el.en_aja","https://www.tiktok.com/@kumparan/video/7587345506364345620","7193290213384733697","7587442165967078151","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/27657c21e0c7f012d29e45592d14decf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47577feb&x-expires=1766750400&x-signature=rqlZDbYtSXvNQfnG%2B9GNPCACHZQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cuma era prabowo, koruptor ketar ketir","15","0","2025-12-24T13:10:51.000Z","itskarins3","https://www.tiktok.com/@kumparan/video/7587345506364345620","6616489211602862082","7587411235789964050","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/53b1f9bb97116432e790752d2bc8d66f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce8a2383&x-expires=1766750400&x-signature=NLpePEhn6tFzUHH2F6FeWxDPMIU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"MANA TUH YG KEMARIN KOAR2 KELUAR LU SEMUA WKWKWKW","13","0","2025-12-24T14:12:37.000Z","tipsoutfitstyle_","https://www.tiktok.com/@kumparan/video/7587345506364345620","7282925872582312966","7587427164916777749","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/110110e192c2012334045116bb248a65~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=494d20cf&x-expires=1766750400&x-signature=dfi4GfzNUuGELq1k%2BXuPAlIid24%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"zaman SBY & Jokowi ga ada gini"" an","8","0","2025-12-24T14:01:52.000Z","hog01882","https://www.tiktok.com/@kumparan/video/7587345506364345620","6924606577795417089","7587424367656436497","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4ecfa8bf&x-expires=1766750400&x-signature=vPxkONOkZn%2Fo%2FpXZk8Ta1QDHiKE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kerenzzzzz bapak akuuuu.... 🥰🥰🥰 lanjutkan⏩ pak prabowo 🤗😇","14","0","2025-12-24T15:37:32.000Z","dhedheameera","https://www.tiktok.com/@kumparan/video/7587345506364345620","7335045359759180806","7587448215307846420","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/48ebaa39607e0d14236836049bd023bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=14336001&x-expires=1766750400&x-signature=X3KjaAdHFRTjzBaSTlnDojT%2FLKM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"prabowo musuhnya pasti banyak","3363","54","2025-12-24T10:03:31.000Z","mamangkuraya168","https://www.tiktok.com/@kumparan/video/7587345506364345620","6920851426147697665","7587362963590497031","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7323474748196716545~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=455c7a3d&x-expires=1766750400&x-signature=kLgWTseMWpozLRKQsanUGb%2FAZMY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Sandiwara lagi,,hdehhhj😏","605","318","2025-12-24T10:02:54.000Z","korban.permainan7","https://www.tiktok.com/@kumparan/video/7587345506364345620","7366220134908806150","7587362774250996481","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/785423a48597ad0740bacafc65eb0e42~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf965fdd&x-expires=1766750400&x-signature=Is%2Fp0xxDgCl4Dr1ofDTX%2FZSofGo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"uang sebanyak gitu knapa rakyat msh banyak hidup nya miskin","9726","1446","2025-12-24T11:42:30.000Z","dhanymarkadanaspal","https://www.tiktok.com/@kumparan/video/7587345506364345620","7010375155377832962","7587388468410532624","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7333931778849112065~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f981c698&x-expires=1766750400&x-signature=YQ%2BEK2JEljn3Rf%2F8fZgXeBySjI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"yg kemaren aja...cuma buat foto foto doang...ternyata properti 😂😂😂","69","19","2025-12-24T09:38:47.000Z","dackdickduckdeckcook","https://www.tiktok.com/@kumparan/video/7587345506364345620","7176623710211703810","7587356577594884884","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f8fb23343755aad52466e54a0e287369~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=49fb4427&x-expires=1766750400&x-signature=ERXBaYtWhK9f3LsczmnRprGHzy8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"cuma foto dan GK serius itu. biasa formalitas, negara kita udh terbiasa drama!! KLO beneran udh pasti GK numpuk hutang","76","70","2025-12-24T13:39:38.000Z","leo_07_anak_jakoet","https://www.tiktok.com/@kumparan/video/7587345506364345620","6746381224278787073","7587418662106759954","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/433585e394bd1e405ed7ab4b8d09a4eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0b3d6dfb&x-expires=1766750400&x-signature=D1rXOTRozMaCdq33gHFpANMPmrA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sulit di percaya KLO blm ganti pemerintah","255","521","2025-12-24T10:42:30.000Z","rina_lismana92","https://www.tiktok.com/@kumparan/video/7587345506364345620","7054455973339268123","7587372988452127496","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/0e3a3a65e6ce497f8f34e025ca29b7f7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ce80a6c9&x-expires=1766750400&x-signature=rxF1X%2FFwdr1QwXep%2FT1y7cFSqsM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pas jokowi mimpin, mana pernah kaya gini,😔","1740","207","2025-12-24T10:34:53.000Z","krizzzziqu","https://www.tiktok.com/@kumparan/video/7587345506364345620","6955592389860393986","7587371007906120468","https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7324134623649202177~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=660f4b8f&x-expires=1766750400&x-signature=pQ0DIAwfLzR7%2FDbb2lk1f5Nhh6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ini sinetron tayang di Indosiar atau film SCTV?","10","4","2025-12-24T11:16:48.000Z","ihsanssss2","https://www.tiktok.com/@kumparan/video/7587345506364345620","7069748968716092418","7587381848771576584","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/84b2752f99555f2b63381744a1b15fc6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ad69d56f&x-expires=1766750400&x-signature=uNJeDXLlLeLGgS7ajA2WHNubHnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"GIMMICK😂","12","10","2025-12-24T10:10:31.000Z","read1gaol","https://www.tiktok.com/@kumparan/video/7587345506364345620","6778179855038727170","7587364754290000648","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/bfae206a3d68afdd69420d85d9a89af6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6f063b4d&x-expires=1766750400&x-signature=UDddGV%2BumTRu3hirJEAA9F%2F0XpQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"percaya ga???","95","112","2025-12-24T12:04:07.000Z","nusiwacitamo","https://www.tiktok.com/@kumparan/video/7587345506364345620","6575246953830973442","7587394022018564884","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/aa359cc52b92f7a700c43813ee3d0663~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4de0f954&x-expires=1766750400&x-signature=U%2Bm8IRk9OLB1lL1ZhWsU3sd0OAI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sinetron lagi ini😂","296","84","2025-12-24T09:33:00.000Z","suzukiadi2","https://www.tiktok.com/@kumparan/video/7587345506364345620","7023929484391646210","7587355109659722503","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/97e8b5d448df3189e61c723d4cec7962~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f5621622&x-expires=1766750400&x-signature=mtwKMliJLj53XbqQG0LpybV0B00%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ini hasil kerja Purbaya...bkn nya omon2","128","46","2025-12-24T12:51:24.000Z","feriadrian134","https://www.tiktok.com/@kumparan/video/7587345506364345620","7239901115155825666","7587406232698143495","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/e2c7d756081a477db4e77a22326e151a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9e6b7fe8&x-expires=1766750400&x-signature=nODPvPh6aZRNzYe5Ja7lGblSzso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"banyak duit tapi rakyat yg miskin😆😆😆 percuma","228","217","2025-12-24T14:20:28.000Z","doniarga2","https://www.tiktok.com/@kumparan/video/7587345506364345620","6582421081373982722","7587429164791661332","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/3c67327af271e1fbe48101b51e43bf13~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3f9caaae&x-expires=1766750400&x-signature=EbOLgWTMJKRUUCCAJJ76HE1kfus%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"biar keliatan krj nanti juga bebas. presiden gak guna","76","86","2025-12-24T14:47:34.000Z","husninazwa8","https://www.tiktok.com/@kumparan/video/7587345506364345620","7498450205273703444","7587436168414774034","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/9bb55580d0b2a53a7cc6f227dc4d1f16~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=62bba5c7&x-expires=1766750400&x-signature=AnQGxhggmVBk9ilEBAXavS%2FtQlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ngeprank lgi","395","46","2025-12-24T09:04:46.000Z","yzoc73","https://www.tiktok.com/@kumparan/video/7587345506364345620","7410338930299896838","7587346923969053461","https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/54c72e2e4ebee86a405918f2b29ef821~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4d23cc9b&x-expires=1766750400&x-signature=1PDEP%2BdvRUiX1KiwM7IhiFNbOcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"lah para tersangka koruptornya mana🤨","53","6","2025-12-24T09:50:05.000Z","masjawa.real","https://www.tiktok.com/@kumparan/video/7587345506364345620","7257715642760627205","7587359494104449799","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/d37331dc61c87e24f3ad79a965bc2844~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=430eb23b&x-expires=1766750400&x-signature=r3bmW%2B8f066ibXMsLFT6KZb8t9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kegunaannya pasti gak guna😂😂","5","6","2025-12-24T09:03:36.000Z","blueproxyvpn","https://www.tiktok.com/@kumparan/video/7587345506364345620","6884149204832617474","7587347488508805904","https://p16-common-sign.tiktokcdn-eu.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6fdb8ab5&x-expires=1766750400&x-signature=avb1SdFHS3lT4D1Ty484CQQuxg4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"merinding seitill melihat uang sebanyak ituu😭","85","34","2025-12-24T11:31:49.000Z","pitri5951","https://www.tiktok.com/@kumparan/video/7587345506364345620","7326534957689324552","7587385699241935623","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/4cc4712c26dfbf9e46cb7fac78e97c95~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f5b75248&x-expires=1766750400&x-signature=J2wNQ5mRJCfXSX09MRyv8b1lF%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"lebih baik di bagikan ke rakyat yg kurang mampu","67","94","2025-12-24T10:36:43.000Z","urung_penak","https://www.tiktok.com/@kumparan/video/7587345506364345620","6573950881157922818","7587371508193346311","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/39265faa5c059fee99b51a17c78ea7b5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4f895857&x-expires=1766750400&x-signature=9XiYci67%2FkMRNuVSWgAWLTd8hJg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
